Date,SPY Only,60/40 Portfolio,Equal Weight,Balanced,Risk Parity
2020-03-25,0.9999999999999997,0.4543218799714032,0.4165150754687526,0.6283278944122589,0.25641288902498094
2020-03-26,0.9999999999999997,0.4629502373695938,0.4229891493867149,0.6319818473033126,0.26579585700870534
2020-03-27,0.9999999999999998,0.4605921111570958,0.4226487001353446,0.6317222191177081,0.2646846464655156
2020-03-30,0.9999999999999997,0.4609035453046795,0.42320850592083475,0.6322069528503103,0.26525732048158396
2020-03-31,0.9999999999999993,0.46191424969003453,0.42531904849859237,0.63305948785698,0.2678772438022242
2020-04-01,0.9999999999999994,0.4623884393527532,0.4241471997760732,0.6326862387923126,0.266724818760128
2020-04-02,1.0,0.46358533360678905,0.4263339176722009,0.633601669822564,0.26947364801849105
2020-04-03,0.9999999999999998,0.46335499015575105,0.4258614979837445,0.6333495541723604,0.2689182946759611
2020-04-06,0.9999999999999997,0.46893186162254863,0.4349972728453033,0.6390793218768811,0.27959010389021044
2020-04-07,1.0,0.46864574670598086,0.4346736723154466,0.6388711404797528,0.27918446770576366
2020-04-08,1.0000000000000002,0.4687877695550932,0.4325763987728697,0.6369864773984848,0.277524546189751
2020-04-09,0.9999999999999999,0.4693645795626024,0.4334113724203325,0.6369488407971969,0.27882056172077996
2020-04-13,0.9999999999999999,0.47040905793556353,0.4332953126401287,0.6367488138051095,0.2791352239297581
2020-04-14,1.0000000000000002,0.4720333328392575,0.43606268936399195,0.6391714092222834,0.28198132394440645
2020-04-15,1.0000000000000002,0.4702338096730249,0.4347167250970764,0.6377661892623329,0.2803709423552252
2020-04-16,1.0,0.47099589422936444,0.43555002975189033,0.6383912785873588,0.28137699255721205
2020-04-17,0.9999999999999999,0.4701733640787322,0.4317981150449969,0.6355235552224474,0.27777084621163217
2020-04-20,0.9999999999999999,0.4701668352999212,0.43120663584925695,0.6351217633683192,0.27721793917940174
2020-04-21,1.0,0.46996690885377185,0.43221435014260673,0.6360030252761849,0.27798319970908325
2020-04-22,1.0000000000000002,0.4697019581641535,0.43368018788753443,0.6368558183365154,0.27933276011231023
2020-04-23,0.9999999999999999,0.4697462030818528,0.4336719252449847,0.6368198114179244,0.27935636788471674
2020-04-24,0.9999999999999999,0.4700713428430009,0.43365230866371923,0.6369360464187666,0.27938099380380776
2020-04-27,1.0,0.46905773301142983,0.4322888459192582,0.6358709685723184,0.2778373852962024
2020-04-28,0.9999999999999997,0.46898186169383094,0.43247119116280985,0.6360619600354971,0.2779455189257181
2020-04-29,0.9999999999999997,0.46939160216171594,0.43366453487421025,0.6371228238918227,0.27906446393685214
2020-04-30,1.0,0.47010142366100194,0.4343849903177416,0.6374164491127023,0.2800826201942772
2020-05-01,0.9999999999999999,0.4701194046471328,0.43406435331354454,0.637489936563949,0.2796358253874028
2020-05-04,1.0,0.47017577786711207,0.43426032093907163,0.6376438619705818,0.2798265867026893
2020-05-05,0.9999999999999999,0.4700355912421324,0.4343205851740725,0.6376810149343767,0.2798365883409393
2020-05-06,0.9999999999999999,0.4708803461571992,0.43491944254968123,0.6379491763208185,0.28075754907013706
2020-05-07,1.0,0.471866374472543,0.4359362741761464,0.638596203880877,0.2820657894899745
2020-05-08,1.0,0.47116480757859086,0.43492299944469015,0.6378755003418246,0.28089883159104556
2020-05-11,1.0,0.4714489124612802,0.4352800737485433,0.6381031568444934,0.2813366724553041
2020-05-12,1.0000000000000002,0.4713164267884162,0.43516592372346985,0.6381447139056239,0.28112178128309
2020-05-13,1.0,0.47133818566091246,0.4345164316584228,0.6377514159432507,0.28049917349111664
2020-05-14,1.0000000000000002,0.47194536008814925,0.43505282068820916,0.6380732171485086,0.2812294991782049
2020-05-15,1.0,0.47187310382274955,0.4350651286520332,0.6380682624651738,0.28122322032058794
2020-05-18,1.0,0.46994954603357414,0.4318528747946418,0.6354699201167877,0.27779317718768803
2020-05-19,1.0000000000000002,0.4700124813432505,0.4315723113605239,0.6352502695524113,0.27756898229292887
2020-05-20,1.0000000000000002,0.4705267897608277,0.43197088691561275,0.6356157670268022,0.278066325881318
2020-05-21,1.0000000000000002,0.47057650076232094,0.4323998201222133,0.6358839191171203,0.2784950356671769
2020-05-22,1.0000000000000002,0.47074298535250025,0.43248390103899015,0.635929579865722,0.2786365250804144
2020-05-26,1.0000000000000002,0.47009452682732505,0.43095051611038365,0.6347176406463558,0.27707670304024545
2020-05-27,1.0000000000000002,0.4701845928412098,0.43060496356000666,0.6342850912599439,0.2768907911046808
2020-05-28,1.0000000000000002,0.47010646424076574,0.43062186403266,0.6342241359966903,0.27691811968757757
2020-05-29,1.0,0.47019292610076935,0.43083768302882103,0.634423750450063,0.27712061335748006
2020-06-01,1.0000000000000002,0.470131672778954,0.4308724769023306,0.634390972070161,0.27716189689806753
2020-06-02,1.0000000000000004,0.46996519364625805,0.43055615892361015,0.6341589025448134,0.2768193880061206
2020-06-03,1.0000000000000002,0.46869474090196156,0.4285858577305482,0.6327197529891612,0.27460243705643606
2020-06-04,1.0000000000000002,0.4694675415008764,0.42916079297620047,0.6331421200649966,0.2753860517958155
2020-06-05,1.0000000000000002,0.4696881089552695,0.42737417748345663,0.6321717739782718,0.27366940675266754
2020-06-08,1.0000000000000002,0.4700320419406485,0.42771297534172487,0.6322706804592515,0.2741724486652583
2020-06-09,1.0000000000000004,0.4699160663923875,0.4274039320158319,0.6318702096029846,0.273945956029083
2020-06-10,1.0000000000000002,0.46960300552140716,0.4266732070413746,0.6312616062849283,0.2732177149507144
2020-06-11,1.0000000000000002,0.4699519756078947,0.42689025545041137,0.6308529540803408,0.27383440614686017
2020-06-12,1.0000000000000002,0.469512389409624,0.4263942889284071,0.6304162180407084,0.27327472978564005
2020-06-15,1.0000000000000002,0.4701236280570514,0.42689787811565544,0.6308436127604247,0.2739081111916581
2020-06-16,1.0000000000000004,0.46927341641369297,0.42607480064188585,0.6301942624821876,0.27289788542520904
2020-06-17,1.0000000000000004,0.4694740319139058,0.4261180021014444,0.6301792441643165,0.2730304791570523
2020-06-18,1.0000000000000002,0.469477566297168,0.4261191775844924,0.6301807042471832,0.27303243571698876
2020-06-19,1.0000000000000004,0.46953716898714776,0.4259380601581647,0.6300740754900389,0.2728755727788125
2020-06-22,1.0000000000000002,0.4695307707824414,0.4260608016087106,0.6301709120603395,0.2729805131544588
2020-06-23,1.0000000000000004,0.46938552494453795,0.426100641894916,0.6301884076263784,0.2729728303578093
2020-06-24,1.0000000000000002,0.4693185951152002,0.42610359182962887,0.6300448102792641,0.2730298086466108
2020-06-25,1.0000000000000002,0.4695265263165689,0.4260966549621308,0.6300438809090312,0.2730927050270967
2020-06-26,1.0000000000000002,0.4693460972481811,0.4257167405766344,0.6299323629081758,0.27259937442887994
2020-06-29,1.0,0.46934530895424936,0.42547066338023287,0.6296920875566354,0.27240877391740576
2020-06-30,1.0,0.46906025627437364,0.425531879914155,0.6297657129929367,0.27235094956315997
2020-07-01,1.0000000000000002,0.46912058380567057,0.4255287117544616,0.6298362802456129,0.2723301461717334
2020-07-02,0.9999999999999999,0.46867141865781226,0.4249820935735088,0.629389069436275,0.27170733588668833
2020-07-06,1.0,0.46899034723074606,0.42582597457894983,0.6300059667765686,0.2725792980262828
2020-07-07,0.9999999999999999,0.4686876919439423,0.4253477776714144,0.6296992288318736,0.27202063059777776
2020-07-08,1.0,0.46849634047429645,0.42542320130438444,0.6297509184063292,0.2720249387003976
2020-07-09,1.0,0.4683369245597267,0.4252983016284625,0.6295049856469733,0.2719393603687977
2020-07-10,0.9999999999999999,0.4680905024888705,0.4250287089626132,0.6292370769234664,0.2716487494748366
2020-07-13,1.0000000000000002,0.4682169289784236,0.4254354007260943,0.6296730682422446,0.2719860767875378
2020-07-14,1.0000000000000002,0.4684883324583171,0.4255600001872989,0.6295661082930255,0.2722968139600731
2020-07-15,1.0000000000000002,0.4683849571589558,0.42525736673689013,0.6292555812688301,0.2720352313046256
2020-07-16,1.0000000000000002,0.46831275922418847,0.42534877568379337,0.6293241259054079,0.2720921349093608
2020-07-17,1.0,0.4683524337999676,0.42546408661636004,0.6293611249622442,0.27223502041294717
2020-07-20,1.0000000000000002,0.46856531816706387,0.4260290116995488,0.6299406762180161,0.27273020805624854
2020-07-21,1.0,0.46863566045338834,0.4260563603209997,0.6299173093704307,0.272802050756993
2020-07-22,0.9999999999999999,0.46870413679048045,0.426234613210688,0.6299695571889985,0.27302800501514407
2020-07-23,1.0,0.4683884998017819,0.42627710192768775,0.6303031981803787,0.2727976360972604
2020-07-24,0.9999999999999999,0.4686221430810858,0.42646180830266367,0.6304768173794298,0.27302425260742225
2020-07-27,1.0,0.469111690199973,0.42723689223867745,0.6308253226422136,0.27400824886879777
2020-07-28,1.0,0.4692735214984141,0.4275444863237614,0.6310171864790534,0.27435921666498964
2020-07-29,1.0,0.46934289942939383,0.4276995665661585,0.6310608144077852,0.27456013073668734
2020-07-30,0.9999999999999998,0.46928761058899743,0.4277007623934683,0.6309928219822837,0.27457875148471833
2020-07-31,1.0,0.4694106202795668,0.42834040849752203,0.6314233673924937,0.27521858018790146
2020-08-03,1.0,0.4692972867913131,0.4283779051595207,0.6313888658575876,0.2752463936777431
2020-08-04,1.0,0.4700319567892572,0.429334680634531,0.631740705740635,0.2765473429252361
2020-08-05,1.0000000000000002,0.47023827792044365,0.4298004732346249,0.6321289281903534,0.2770137277285252
2020-08-06,1.0,0.4703444117114749,0.4300689087652812,0.6323080806561491,0.2773017596681275
2020-08-07,1.0000000000000002,0.4705520171474072,0.4301882197668579,0.6323961307996382,0.27748037388521973
2020-08-10,1.0000000000000002,0.470399269330888,0.42993972912934675,0.6321640011398807,0.2772301867977288
2020-08-11,1.0000000000000002,0.4710041067091108,0.43183246111714196,0.6332946622444291,0.2792821166864174
2020-08-12,1.0,0.47077767305801105,0.43180648658545795,0.6334894476520175,0.2790675881140703
2020-08-13,1.0000000000000002,0.47090870774511534,0.4317540239819104,0.6334835051865251,0.2790479702815147
2020-08-14,1.0000000000000002,0.4709015893880482,0.431751692550334,0.6334825816783134,0.2790430066835923
2020-08-17,1.0000000000000002,0.4709845771258704,0.43209075085757986,0.6336898069377115,0.2793993969827508
2020-08-18,1.0000000000000002,0.47102642591984406,0.432092815034256,0.6336898395901492,0.2794164070759144
2020-08-19,1.0000000000000002,0.47129231763208673,0.43265053599258163,0.6339554381206337,0.28008695077811807
2020-08-20,1.0000000000000002,0.4715954553598761,0.43304366119532267,0.6340042085759188,0.2806727220353763
2020-08-21,1.0000000000000002,0.47208251237893895,0.4335169018634702,0.6337648537054783,0.2815778284041454
2020-08-24,1.0,0.47135078631768795,0.4314575331549099,0.6326946098362899,0.279235158139578
2020-08-25,1.0000000000000002,0.47111613732929486,0.43146249936504005,0.6327265508052338,0.27914410476168366
2020-08-26,1.0000000000000002,0.4700601176762985,0.4305588290596174,0.6314593288410838,0.27828679949166985
2020-08-27,1.0000000000000002,0.4705295949525015,0.43028649497759247,0.6315022760560643,0.27807351579649914
2020-08-28,1.0000000000000002,0.4695207007058221,0.42882372660457163,0.6298564501271247,0.2767112322759723
2020-08-31,0.9999999999999999,0.47010187893895894,0.4311931775458521,0.6304252057187456,0.2796685108768664
2020-09-01,0.9999999999999999,0.4702211258839698,0.4317953776321483,0.6307995406954717,0.28028850289807333
2020-09-02,1.0000000000000002,0.4730236131859674,0.4350515048150965,0.6326087724774843,0.28449524388059017
2020-09-03,1.0,0.4782072473053579,0.44072709136972116,0.637635039293377,0.2909373795118953
2020-09-04,1.0,0.48033728065685966,0.44534887120467964,0.6409620494881816,0.29587187864208303
2020-09-08,1.0,0.48959316833326827,0.45696123597425753,0.6491485870571959,0.3097013801088892
2020-09-09,1.0,0.476735420975842,0.4504713437554032,0.6440807513940794,0.29959617299334834
2020-09-10,0.9999999999999998,0.4631869175854304,0.43273964898237305,0.6339286892389702,0.277434484958011
2020-09-11,0.9999999999999998,0.46043719352437035,0.44431199584680764,0.637847131182335,0.28935514323566813
2020-09-14,0.9999999999999999,0.48294365493892977,0.45283353585163727,0.6407802510820687,0.3065268242751477
2020-09-15,0.9999999999999999,0.5050273493016731,0.4595303200474264,0.6440403479526424,0.3210239511954807
2020-09-16,0.9999999999999999,0.47241212400535093,0.4399751050644988,0.6320096433730877,0.29096032377677505
2020-09-17,0.9999999999999997,0.4727789861174229,0.4410478060706944,0.6329663714219157,0.29196399719644556
2020-09-18,0.9999999999999997,0.49921281786115035,0.462939201403952,0.6486403298963468,0.32099090131242636
2020-09-21,0.9999999999999997,0.5080825162456662,0.4809802301727357,0.6604879824660342,0.3410472188543935
2020-09-22,0.9999999999999994,0.5067291026153548,0.4678943692325897,0.6601230048570311,0.3238800312785982
2020-09-23,0.9999999999999994,0.5080464390528837,0.4771878688272237,0.666984752823473,0.33269344630983577
2020-09-24,0.9999999999999993,0.4959254266746686,0.47079523303168597,0.6635685658238841,0.3220909080187136
2020-09-25,0.9999999999999996,0.5038733620767536,0.4736419923459455,0.6661711201869241,0.32711431713195627
2020-09-28,0.9999999999999998,0.5043556316890528,0.47461145218356,0.6664213452555181,0.3283989012727687
2020-09-29,0.9999999999999991,0.5017248887199088,0.4689629330058397,0.6641065948712257,0.32143012779446956
2020-09-30,0.9999999999999994,0.5026867047810545,0.4754590084876607,0.6675042623892156,0.32834629619985906
2020-10-01,0.9999999999999994,0.49951960147309005,0.4725025319653135,0.6663229554439718,0.3240683827269593
2020-10-02,0.9999999999999991,0.5002272561918455,0.4758866190529797,0.6694521342571847,0.3270215416181822
2020-10-05,0.9999999999999991,0.48153436136167665,0.4514302854500094,0.6541374086021201,0.29714898955500535
2020-10-06,0.9999999999999994,0.48113453788214683,0.45368928066025077,0.6554790493392,0.2992171730802082
2020-10-07,0.9999999999999991,0.47925197920045015,0.4607221665026073,0.6613276105712521,0.30455076433725936
2020-10-08,0.9999999999999993,0.47880076140029454,0.45902867420971283,0.6619749571924275,0.30186606261251936
2020-10-09,0.9999999999999994,0.476730406311387,0.46365015663711984,0.6654376659394403,0.30528668625872163
2020-10-12,0.9999999999999994,0.4746155168146098,0.4588623833277454,0.6618235135300133,0.30029530713565933
2020-10-13,0.9999999999999997,0.4818904313923703,0.46596979060116334,0.6680954553727726,0.30864340449753686
2020-10-14,0.9999999999999997,0.4812404860601983,0.4651649695862826,0.6674696488138361,0.3077129974586839
2020-10-15,0.9999999999999996,0.48397889309316844,0.479201712670366,0.6784475740190663,0.32095599521147883
2020-10-16,0.9999999999999996,0.4850772694498731,0.48354703281929395,0.6817483025198264,0.3251934132352886
2020-10-19,0.9999999999999999,0.49008760394295214,0.48330836400621996,0.6815668779679551,0.326700952151247
2020-10-20,0.9999999999999997,0.4914105879291573,0.47887451378502827,0.6790454109735546,0.32276703218711456
2020-10-21,0.9999999999999999,0.49189032724842563,0.47897681811592,0.6791342252878989,0.32301667673355244
2020-10-22,1.0,0.4897559388748989,0.4777754844967165,0.6778528389963963,0.3214124565626237
2020-10-23,0.9999999999999998,0.4936988385260176,0.48282561963048426,0.6818313346110435,0.3271767667451503
2020-10-26,0.9999999999999999,0.4932262929954953,0.47980358154132946,0.6788030382240561,0.3247182760441675
2020-10-27,0.9999999999999998,0.491779615441154,0.4754759905405951,0.6745147997126086,0.3209078197291477
2020-10-28,0.9999999999999999,0.4945641209594691,0.48302971199598377,0.6803125336522974,0.32854255445229175
2020-10-29,0.9999999999999999,0.4941606051613333,0.48555403323172236,0.6815624667224872,0.3310006808544011
2020-10-30,0.9999999999999997,0.49715868410043385,0.4886028890081646,0.6851228123154941,0.3340784345606897
2020-11-02,0.9999999999999999,0.4997887670900479,0.489594821849837,0.6851080088343142,0.33626967345981185
2020-11-03,0.9999999999999999,0.49649991943853977,0.487668393578204,0.6842190976722515,0.33312492188117593
2020-11-04,0.9999999999999997,0.5033548875810803,0.49431974497431064,0.6926373665404144,0.339602005407541
2020-11-05,0.9999999999999999,0.5080738959389132,0.5047863189302341,0.6994127294012645,0.35114330378916103
2020-11-06,0.9999999999999999,0.5082897837056021,0.5049158255148483,0.6996168865376857,0.3512763617361619
2020-11-09,0.9999999999999999,0.5067555488447327,0.4950970581203516,0.6918389714363172,0.3421960690409418
2020-11-10,1.0,0.5082382718914318,0.5008722359433098,0.6963166373790385,0.3477875543509224
2020-11-11,1.0000000000000002,0.5063440707217495,0.49964395433947445,0.6962939360767707,0.3455635811234837
2020-11-12,1.0,0.5031037456627023,0.49561723921350215,0.6931840636268951,0.3409012431031575
2020-11-13,0.9999999999999998,0.5121071886365022,0.5106815715598582,0.7049898180863263,0.35718221953028206
2020-11-16,1.0,0.5124458557535665,0.5126960429215195,0.7062692276633692,0.35922111910549437
2020-11-17,0.9999999999999998,0.5096721627738257,0.5109501995452601,0.7045385709899128,0.3569326486747558
2020-11-18,0.9999999999999998,0.5098066018125529,0.5088786461166022,0.7026379037947221,0.35531181961357267
2020-11-19,0.9999999999999998,0.5100814375231767,0.509031575195689,0.7028412707638805,0.35549576970399865
2020-11-20,0.9999999999999998,0.5112477406447103,0.5138458551656623,0.7068334038794535,0.3599954107780888
2020-11-23,0.9999999999999998,0.5106019388687738,0.5139689606074078,0.7079787441730798,0.3593254379220658
2020-11-24,1.0,0.5083381255026532,0.5085476468703399,0.7046065158182476,0.35333665867361935
2020-11-25,1.0,0.508104632487381,0.507540402985775,0.7036340045416365,0.3524716422314364
2020-11-27,0.9999999999999998,0.5086690749776857,0.5077502124050743,0.7039796129974257,0.3527530057055891
2020-11-30,0.9999999999999998,0.5092634399875556,0.5090076709099207,0.7044428538103918,0.3543349721095881
2020-12-01,0.9999999999999998,0.5093895781740306,0.5161869408092529,0.7086704316077908,0.36140642993546485
2020-12-02,0.9999999999999998,0.5080105756366043,0.5156809871956679,0.7079217537393518,0.36067685804119504
2020-12-03,0.9999999999999997,0.5085845175205556,0.5268875720179677,0.7149673576259546,0.37160780164992013
2020-12-04,0.9999999999999998,0.5051237611546912,0.5234280704282303,0.7129791599279657,0.3670074470575052
2020-12-07,0.9999999999999997,0.5062585929917094,0.5261270963396745,0.7154736681009051,0.3695591906255172
2020-12-08,0.9999999999999998,0.5083682079138322,0.5304814388533535,0.7190360911798815,0.37401654981592014
2020-12-09,0.9999999999999998,0.5183065533843443,0.5610797367383784,0.7479798858291471,0.4015885031313938
2020-12-10,0.9999999999999998,0.519827010419239,0.5633351761672887,0.7500574039437484,0.40392093874415896
2020-12-11,0.9999999999999998,0.5191557691327726,0.5633113283237392,0.7498513812112498,0.403769020881238
2020-12-14,0.9999999999999998,0.525301203743635,0.5698500066789959,0.754577447091259,0.41181482209804743
2020-12-15,0.9999999999999998,0.5254201288022532,0.5717907379748378,0.7549977524919317,0.4141386162429258
2020-12-16,0.9999999999999998,0.5257190723469084,0.5719842105254325,0.7551835889465931,0.4143924841031759
2020-12-17,1.0,0.5254641859500851,0.5746461458815485,0.7568005086126397,0.41688471764747087
2020-12-18,0.9999999999999999,0.5258643132600199,0.5741249709773624,0.7563044023091718,0.41661215549691194
2020-12-21,1.0,0.5259419329760908,0.5736658284469222,0.7558650801487734,0.4162788978634827
2020-12-22,1.0000000000000002,0.5299200202650123,0.5826211078382622,0.7641815528627711,0.42479742371268836
2020-12-23,1.0000000000000002,0.528854338526722,0.5831180963871415,0.7646596548083548,0.42481989020023714
2020-12-24,1.0,0.5339455727964011,0.5941169217885796,0.7725430680903949,0.43658864889668486
2020-12-28,1.0,0.5345954928372268,0.5963350951833122,0.7749595966283591,0.43839445333779137
2020-12-29,0.9999999999999999,0.5356812293027498,0.5956450607874683,0.7742097336026217,0.4382737072033458
2020-12-30,1.0,0.5358061538357025,0.5960776584316114,0.7741849736726151,0.43888827098087474
2020-12-31,1.0,0.5358191466030179,0.5959441464600597,0.7739364280309327,0.43885212733985723
2021-01-04,1.0000000000000002,0.5380317553344355,0.5875189033567276,0.7693350131539094,0.43117274952237034
2021-01-05,1.0000000000000002,0.5413767519087941,0.5928899865411251,0.7733690107648988,0.4371168377264849
2021-01-06,0.9999999999999999,0.5392338236639748,0.5873268276814446,0.7688214276473542,0.431609602186821
2021-01-07,1.0000000000000002,0.540082016881649,0.5897503864815589,0.7729032050707167,0.43286568256154007
2021-01-08,1.0,0.5406301173371709,0.589561875425489,0.7740622309612935,0.43219583753858126
2021-01-11,1.0000000000000002,0.5419341478959363,0.5901641232318273,0.7739042417459834,0.43350475226256047
2021-01-12,1.0,0.5406292676450478,0.5908098728086982,0.7754167449353848,0.43308873785453145
2021-01-13,1.0000000000000002,0.5417509502896365,0.5930375584467592,0.7777568806888091,0.43510923507872185
2021-01-14,1.0,0.5438361569905279,0.5933822204635975,0.7782936341561195,0.43598528194096
2021-01-15,1.0000000000000002,0.5429905163715314,0.5941779528749228,0.7782561644991633,0.43674236745120937
2021-01-19,1.0000000000000002,0.5431065871285616,0.5929605744428599,0.7764133078657732,0.4361874771682616
2021-01-20,1.0000000000000002,0.5443423825531556,0.5981338147805236,0.7800217825090626,0.44137787666065076
2021-01-21,1.0000000000000002,0.5438944534546533,0.5969745153889429,0.7796283309989782,0.4399359030243017
2021-01-22,1.0000000000000004,0.5476647345525008,0.6001207243396749,0.7794988025033647,0.44536084173204155
2021-01-25,1.0000000000000004,0.5485303318737067,0.6022259748752946,0.7804930223528973,0.4478490073353385
2021-01-26,1.0000000000000002,0.5490753508063954,0.599507717432751,0.7786419132921992,0.44550779646867894
2021-01-27,1.0000000000000002,0.5505970767402902,0.5995671262025921,0.7774757970648969,0.44672505465950174
2021-01-28,1.0000000000000002,0.5496455254058888,0.5980375637860401,0.7767389155477535,0.44481426071141444
2021-01-29,1.0000000000000002,0.5553110860108111,0.5983091950748523,0.7777584968713247,0.4465687527330032
2021-02-01,1.0000000000000002,0.5567413328647667,0.6000507332395152,0.7789596697422704,0.448671350722091
2021-02-02,1.0000000000000002,0.5558060829987852,0.5953297858617178,0.7762116461219615,0.4437118543220586
2021-02-03,1.0000000000000002,0.555154285792253,0.5940791172468638,0.7756241595240136,0.4421848230817431
2021-02-04,1.0000000000000004,0.5559721751243458,0.5898686894705527,0.7741733396914505,0.43779835165932346
2021-02-05,1.0000000000000002,0.5543961623031257,0.5876184602323593,0.7724618135883381,0.4352595182199689
2021-02-08,1.0000000000000002,0.5552871176578337,0.5886309911868037,0.7727963463228034,0.4366952705645469
2021-02-09,1.0000000000000004,0.5553572856615872,0.5888219200753753,0.7730608085223397,0.43682565063140355
2021-02-10,1.0000000000000002,0.5517820127725801,0.5765562836849232,0.7661311036042057,0.4234357926708597
2021-02-11,1.0000000000000002,0.554142919581939,0.5778028063844123,0.7658770102142055,0.4259902521952538
2021-02-12,1.0000000000000002,0.5521071016311501,0.5778559885136111,0.7655446054954989,0.4255364931404208
2021-02-16,1.0000000000000002,0.5528917105538159,0.578818400211328,0.7661558997447033,0.426724288733935
2021-02-17,1.0000000000000002,0.5524902096470835,0.5779041429817136,0.7655718108641816,0.4257157239755992
2021-02-18,1.0000000000000002,0.5528825729722003,0.5776267532210122,0.7654088323890078,0.42557863492055126
2021-02-19,1.0000000000000002,0.5530575609682625,0.5745893756045013,0.7642087609982667,0.42235319241686164
2021-02-22,1.0000000000000002,0.5544074087988095,0.5747305119571079,0.7663649564558553,0.42185540945189426
2021-02-23,1.0000000000000002,0.5539189602722766,0.5746306304255406,0.7661094411311004,0.42169429361294836
2021-02-24,1.0000000000000002,0.5526132004984783,0.5745912676161727,0.7658161714505,0.42135084200666983
2021-02-25,1.0000000000000002,0.5650988510548804,0.5899151519230086,0.7765162054541405,0.43974829640092744
2021-02-26,1.0000000000000002,0.5601173895441344,0.5848976442890768,0.7712608879511589,0.4343466932990995
2021-03-01,1.0000000000000002,0.5546873117963126,0.5799044367886519,0.7681198263397323,0.42770146910383544
2021-03-02,1.0000000000000002,0.5545590509982162,0.5782575754319862,0.7682988517403041,0.4254361292408217
2021-03-03,1.0000000000000002,0.5594658395745412,0.5869279744152455,0.7759094364334432,0.4342798264989072
2021-03-04,0.9999999999999998,0.5586991463991402,0.5869093236686546,0.7751199343311459,0.4344112371656456
2021-03-05,1.0000000000000002,0.5567207965519725,0.5880519575121584,0.7748309359543256,0.4353608659016923
2021-03-08,1.0,0.5581823687533523,0.5878581814596016,0.7734655174159718,0.43633624757916045
2021-03-09,0.9999999999999999,0.5594607697488003,0.5984415327064524,0.7816718239509839,0.4460888122960566
2021-03-10,0.9999999999999998,0.5635438582799256,0.5967128033326246,0.7759591799768418,0.44828698981649134
2021-03-11,0.9999999999999999,0.5621179613155199,0.5933828045486624,0.7742127103235533,0.4444240240187067
2021-03-12,0.9999999999999999,0.5646901385641231,0.5963875152018313,0.7765821007909463,0.44793008868685585
2021-03-15,0.9999999999999999,0.5658120794469848,0.597648323469291,0.777517796927771,0.44944693162134314
2021-03-16,0.9999999999999999,0.5652208965000042,0.595134647381037,0.775799331912885,0.4469096054677984
2021-03-17,1.0,0.5649349529564702,0.5948453748747089,0.7751599248747345,0.44677699926846587
2021-03-18,0.9999999999999998,0.5693254597932376,0.6009792462905922,0.7807647082139378,0.4532319239279405
2021-03-19,0.9999999999999997,0.5697602348984135,0.5993306409524879,0.7792758213289391,0.4520419337905619
2021-03-22,0.9999999999999999,0.5713191045247572,0.6028666183227926,0.78233021390653,0.45552299464704316
2021-03-23,0.9999999999999997,0.5706798455824634,0.6022769831666578,0.7842713068639211,0.4535130599492653
2021-03-24,1.0,0.5691502965129998,0.6018300402040604,0.783871453186593,0.45262305917198037
2021-03-25,0.9999999999999998,0.5689225583375053,0.5927942890593355,0.7793126852898817,0.44329528384233696
2021-03-26,0.9999999999999998,0.5683109880804349,0.5911681111466917,0.7774582158317355,0.44196899577441356
2021-03-29,0.9999999999999996,0.5676106401245334,0.5915488425838101,0.7765404678521455,0.44270685008917654
2021-03-30,0.9999999999999996,0.5668460046110934,0.589880573389831,0.7755591564111075,0.44081071182734705
2021-03-31,0.9999999999999994,0.5669705103300761,0.5932175487632555,0.7776975758413245,0.44402823605195335
2021-04-01,0.9999999999999996,0.5740596719694501,0.6015948261862938,0.7836406787510914,0.45412657714296356
2021-04-05,0.9999999999999996,0.5726442141683059,0.5990966806618248,0.7821709613299398,0.45119452641981106
2021-04-06,0.9999999999999996,0.5709287417456206,0.5945674658836281,0.7770962623995175,0.4474484913162984
2021-04-07,0.9999999999999996,0.580100289502005,0.5996652797543754,0.7814451324198125,0.45487241206340884
2021-04-08,0.9999999999999996,0.5841230655689847,0.6006832691603164,0.783141299593106,0.45666805338379385
2021-04-09,0.9999999999999996,0.5866735391644916,0.6033360071506607,0.7856172436016693,0.45965571121902
2021-04-12,0.9999999999999996,0.5849673332847345,0.6028460415342125,0.7856817010378476,0.4584033428770933
2021-04-13,0.9999999999999996,0.5850968202839127,0.5999371878607827,0.7841803384385019,0.4554879852955781
2021-04-14,0.9999999999999996,0.5830105168011621,0.597660891083213,0.7804673731226451,0.4538015831206998
2021-04-15,0.9999999999999996,0.5911166463244834,0.6053914002061052,0.7871532516928563,0.46302000441630725
2021-04-16,0.9999999999999996,0.5915600266164085,0.6066993281247146,0.7877012566305062,0.46457037502152027
2021-04-19,0.9999999999999997,0.5919208952704214,0.6074134042196113,0.788139376752102,0.4653839214054661
2021-04-20,0.9999999999999997,0.5901054764412319,0.6044019929740913,0.7859818778310743,0.4620165680187587
2021-04-21,0.9999999999999996,0.5891420830054167,0.6075968595282517,0.7875166713324993,0.4649973041425468
2021-04-22,0.9999999999999997,0.5879595159792376,0.6076470451762057,0.7873866739791676,0.4647251832915922
2021-04-23,0.9999999999999997,0.5872602111136367,0.6069060486139868,0.7869917270021183,0.46373783746213587
2021-04-26,0.9999999999999997,0.5885113823185927,0.6091368718084823,0.7886555536405104,0.466165422607328
2021-04-27,0.9999999999999997,0.5885782645727777,0.609493850432507,0.7889863248570347,0.46647391662701476
